id,tender_id,source_portal,title_clean,country_name_normalized,sector,procurement_group,budget,currency,days_to_deadline,status_normalized,lifecycle_stage,notice_type_normalized,procurement_method_name,organisation_name,funding_agency,enrichment_status,go_no_go,score_breakdown
12089,1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,Mozambique,"[""Social Protection & Poverty Reduction""]",WORKS,500000.0,USD,49,open,procurement,Invitation for Bids,Request for Bids,National Road Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=medium(460,000€)(2.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=49d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
12143,55,worldbank,Enhancing Resilience in Kyrgyzstan Project,Kyrgyz Republic,"[""Environment & Climate""]",WORKS,,,0,open,procurement,Invitation for Bids,Request for Bids,Ministry of Emergency Situations,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Kyrgyz Republic(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12144,56,worldbank,Competitiveness and Sector Diversification,Suriname,"[""Business Strategy & Performance""]",CONSULTING,,,5,open,procurement,Expression of Interest,Consultant Qualification  Selection,Ministry of Natural Resources,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Suriname(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12145,57,worldbank,Stabilization and Recovery in Eastern DRC,Congo,"[""Others""]",WORKS,,,9,open,procurement,Invitation for Bids,Request for Bids,UGP STAR EST,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Congo(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=9d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12146,58,worldbank,Burundi Digital Foundations Project,Burundi,"[""Digital Transformation""]",NON-CONSULTING,,,9,open,procurement,Invitation for Bids,Request for Bids,"Ministry of Communication, Information Technology and Media - Executive Secretariat for ICT (SETIC)",World Bank,nlp_complete,1,proc_group=NON-CONSULTING(1.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Burundi(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=9d(very_urgent=3.0) | TOTAL=14.0/13.0 → GO
12147,59,worldbank,Rural Electrification Project,Tajikistan,"[""Energy & Utilities""]",GOODS,80000.0,USD,10,open,procurement,Invitation for Bids,Request for Bids,"OSJS ""Pamir Energy Company""",World Bank,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=small(73,600€)(0.5) | country=Tajikistan(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=10d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12148,60,worldbank,Guyana One Health Project,Guyana,"[""Health & Life Sciences""]",GOODS,,,28,open,procurement,Invitation for Bids,Request for Bids,Health Sector Development Unit - Ministry of Health,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Guyana(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=28d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12149,61,worldbank,Competitiveness and Sector Diversification,Suriname,"[""Business Strategy & Performance""]",CONSULTING,,,5,open,procurement,Expression of Interest,Consultant Qualification  Selection,Ministry of Natural Resources,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Suriname(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12150,62,worldbank,Institutional Foundations to Improve Services For Health,Liberia,"[""Health & Life Sciences""]",GOODS,11105.0,USD,16,open,procurement,Invitation for Bids,Request for Bids,Ministry of Health and Social Welfare,World Bank,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Health & Life Sciences(1.0) | budget=small(10,217€)(0.5) | country=Liberia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=16d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)"
12151,63,worldbank,DRC Urban Flood Resilience Project,Congo,"[""Environment & Climate""]",WORKS,,,10,open,procurement,Invitation for Bids,Request for Bids,DRC Urban Flood Resilience Project,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Congo(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=10d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12152,64,worldbank,System Transformation of Early Education Project - Balochistan,Pakistan,"[""Education & Training""]",CONSULTING,,,7,open,procurement,Expression of Interest,Quality and Cost-Based Selection,"Project Management Unit, School Education Department, Government of Balochistan",World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Pakistan(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=12.0/13.0 → NO GO
12153,65,worldbank,Building Resilient Digital Infrastructure for Growth,Nigeria,"[""Digital Transformation""]",CONSULTING,1500000.0,USD,7,open,procurement,Expression of Interest,Quality and Cost-Based Selection,"Federal Ministry of Communications, Innovation and Digital Economy",World Bank,nlp_complete,1,"proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=large(1,380,000€)(3.0) | country=Nigeria(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=18.0/13.0 → GO"
12154,66,worldbank,Kerala Solid Waste Management Project,India,"[""Water, Sanitation & Waste""]",GOODS,,,14,open,procurement,Invitation for Bids,Request for Quotations,ULB KOTTAYAM PALA,World Bank,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=India(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12155,67,worldbank,Building Resilient Digital Infrastructure for Growth,Nigeria,"[""Digital Transformation""]",CONSULTING,1500000.0,USD,7,open,procurement,Expression of Interest,Quality and Cost-Based Selection,"Federal Ministry of Communications, Innovation and Digital Economy",World Bank,nlp_complete,1,"proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=large(1,380,000€)(3.0) | country=Nigeria(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=18.0/13.0 → GO"
12156,68,worldbank,Inclusive Connectivity and Development Project,Sri Lanka,"[""Telecommunications""]",WORKS,,,14,open,procurement,Invitation for Bids,Request for Bids,Road Development Authority,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Telecommunications(1.0) | budget=unknown(1.0) | country=Sri Lanka(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12157,69,worldbank,"Disaster Preparedness through Science, Technology and Innovation Project",Philippines,"[""Environment & Climate""]",CONSULTING,,,14,open,procurement,Expression of Interest,Individual Consultant Selection,Department of Science and Technology,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Philippines(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=12.0/13.0 → NO GO
12158,70,worldbank,Mozambique Digital Acceleration Project,Mozambique,"[""Digital Transformation""]",CONSULTING,,,10,open,procurement,Expression of Interest,Individual Consultant Selection,Ministry of Transport and Communication,World Bank,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=10d(very_urgent=3.0) | TOTAL=16.0/13.0 → GO
12159,71,worldbank,INnovative SOcial Protection System for inclusiON of Vulnerable People Project,Uzbekistan,"[""Social Protection & Poverty Reduction""]",CONSULTING,,,18,open,procurement,Expression of Interest,Quality and Cost-Based Selection,NATIONAL AGENCY FOR SOCIAL PROTECTION UNDER THE PRESIDENT OF THE REPUBLIC OF UZBEKISTAN,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Uzbekistan(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=18d(urgent=2.0) | TOTAL=11.5/13.0 → NO GO
12160,72,worldbank,Burundi Transport Resilience Project,Burundi,"[""Environment & Climate"", ""Social Protection & Poverty Reduction""]",GOODS,,,8,open,procurement,Invitation for Bids,Request for Bids,"Ministry of Infrastructure, Equipment and Social Housing",World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Burundi(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12161,73,worldbank,Girls Empowerment and Learning for All Project,Angola,"[""Education & Training""]",GOODS,,,21,open,procurement,Invitation for Bids,Request for Bids,"Ministry of Education, Planning Studies and Statistics Unit, Angola Learning for All Project",World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=21d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12162,74,worldbank,Girls Empowerment and Learning for All Project,Angola,"[""Education & Training""]",CONSULTING,,,11,open,procurement,Expression of Interest,Least Cost Selection,"Ministry of Education, Planning Studies and Statistics Unit, Angola Learning for All Project",World Bank,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=14.0/13.0 → GO
12163,75,worldbank,Khyber Pakhtunkhwa Revenue Mobilization and Public Resource Management,Pakistan,"[""Government Reform & Public Administration"", ""Financial Services""]",GOODS,,,1,open,procurement,Invitation for Bids,Request for Bids,Finance Department Government of Khyber Pakhtunkhwa,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Government Reform & Public Administration(3.0) | budget=unknown(1.0) | country=Pakistan(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12164,76,worldbank,Urban Productive Safety Net and Jobs Project,Ethiopia,"[""Social Protection & Poverty Reduction"", ""Risk & Compliance""]",CONSULTING,,,7,open,procurement,Expression of Interest,Quality and Cost-Based Selection,Ministry of Urban Development and Infrastructure,World Bank,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Ethiopia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=16.0/13.0 → GO
12165,77,worldbank,Log-In Georgia,Georgia,"[""Others""]",WORKS,,,23,open,procurement,Invitation for Bids,Request for Bids,Open Net N(N)LE,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Georgia(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=23d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12166,78,worldbank,Regional Emergency Solar Power Intervention Project,Western And Central Africa,"[""Energy & Utilities""]",WORKS,500000.0,USD,57,open,procurement,Invitation for Bids,Request for Bids,Liberia Electricity Corporation,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=medium(460,000€)(2.0) | country=Western And Central Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=57d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
12167,79,worldbank,"Disaster Preparedness through Science, Technology and Innovation Project",Philippines,"[""Environment & Climate""]",CONSULTING,,,14,open,procurement,Expression of Interest,Individual Consultant Selection,Department of Science and Technology,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Philippines(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=12.0/13.0 → NO GO
12168,80,worldbank,Mozambique Digital Acceleration Project,Mozambique,"[""Digital Transformation""]",GOODS,,,9,open,procurement,Invitation for Bids,Request for Bids,Ministry of Transport and Communication,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=9d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12169,81,worldbank,Zimbabwe Renewable Energy Procurement Technical Assistance Project,Zimbabwe,"[""Energy & Utilities""]",CONSULTING,,,18,open,procurement,Expression of Interest,Quality and Cost-Based Selection,Zimbabwe Electricity Transmission and Distribution Company,World Bank,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Zimbabwe(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=18d(urgent=2.0) | TOTAL=13.0/13.0 → GO
12170,82,worldbank,Resilient connectivity and Urban Transport Accessibility Project,Haiti,"[""Transport & Logistics""]",CONSULTING,,,1,open,procurement,Expression of Interest,Quality and Cost-Based Selection,Unité Centrale d'Exécution,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Haiti(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12171,83,worldbank,Nigeria Distributed Access through Renewable Energy Scale-up Project,Nigeria,"[""Energy & Utilities""]",GOODS,,,1,open,procurement,Invitation for Bids,Request for Bids,Rural Electrification Agency,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Nigeria(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12172,84,worldbank,Costa Rica Fiscal Management Improvement Project,Costa Rica,"[""Financial Services""]",CONSULTING,,,2,open,procurement,Expression of Interest,Individual Consultant Selection,Ministry of Finance,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Financial Services(3.0) | budget=unknown(1.0) | country=Costa Rica(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12173,85,worldbank,Somalia Enhancing Public Resource Management Project,Somalia,"[""Mining & Natural Resources""]",CONSULTING,,,6,open,procurement,Expression of Interest,Consultant Qualification  Selection,"Ministry of Finance, Government of Somaliland",World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Mining & Natural Resources(1.0) | budget=unknown(1.0) | country=Somalia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12174,86,worldbank,Africa CDC Regional Investment Financing Project,Eastern And Southern Africa,"[""Financial Services"", ""Social Protection & Poverty Reduction""]",CONSULTING,,,6,open,procurement,Expression of Interest,Quality and Cost-Based Selection,Ministry of Health,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Financial Services(3.0) | budget=unknown(1.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12175,87,worldbank,Mozambique Digital Acceleration Project,Mozambique,"[""Digital Transformation""]",CONSULTING,,,10,open,procurement,Expression of Interest,Individual Consultant Selection,Ministry of Transport and Communication,World Bank,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=10d(very_urgent=3.0) | TOTAL=16.0/13.0 → GO
12176,88,worldbank,Regional Sahel Pastoralism Support Project II,Western And Central Africa,"[""Agriculture & Food Security""]",WORKS,,,17,open,procurement,Invitation for Bids,Request for Quotations,REGIONAL SAHEL PASTORALISM SUPPORT PROJECT II - NIGER,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Western And Central Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=17d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12177,89,worldbank,Support to Preparation of the Rural Infrastructure and Mobility for the Good Living Program Project,Guatemala,"[""Construction & Infrastructure"", ""Social Protection & Poverty Reduction""]",CONSULTING,,,0,open,procurement,Expression of Interest,Quality and Cost-Based Selection,General Road Directorate,World Bank,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Guatemala(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12178,90,worldbank,Access to Clean Resilient Electricity under the ASCENT Regional Program - Multi Programmatic Approac,Sao Tome And Principe,"[""Energy & Utilities""]",CONSULTING,,,10,open,procurement,Expression of Interest,Individual Consultant Selection,Project Fiduciary and Administrative Agency,World Bank,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Sao Tome And Principe(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=10d(very_urgent=3.0) | TOTAL=14.0/13.0 → GO
